File	Cores per node	CPU Utilized	CPU Efficiency	Memory Efficiency
concatenate_fastq-sample=SQK-NBD114-24_barcode07.fastq-1015768.out		00:00:05	38.46%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode07.fastq-1015793.out		00:00:01	7.14%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode07.fastq-1015998.out		00:00:04	26.67%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode07.fastq-1016019.out	2	00:00:04	20.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode07.fastq-1016046.out		00:00:03	37.50%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode07.fastq-1016065.out		00:00:03	27.27%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode08-1015265.out		00:00:08	8.16%	10.30%
concatenate_fastq-sample=SQK-NBD114-24_barcode08-1015781.out		00:00:08	20.51%	10.30%
concatenate_fastq-sample=SQK-NBD114-24_barcode08.fastq-1015270.out		00:00:06	8.96%	9.98%
concatenate_fastq-sample=SQK-NBD114-24_barcode08.fastq-1015283.out		00:00:00	0.00%	4.71%
concatenate_fastq-sample=SQK-NBD114-24_barcode08.fastq-1015513.out		00:00:03	6.12%	6.15%
concatenate_fastq-sample=SQK-NBD114-24_barcode08.fastq-1015528.out		00:00:02	40.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode08.fastq-1015703.out	2	00:00:01	12.50%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode08.fastq-1015721.out		00:00:01	33.33%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode08.fastq-1015777.out		00:00:06	46.15%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode08.fastq-1015805.out		00:00:01	33.33%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode08.fastq-1016006.out		00:00:03	25.00%	0.01%
concatenate_fastq-sample=SQK-NBD114-24_barcode08.fastq-1016024.out	2	00:00:03	10.71%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode08.fastq-1016054.out		00:00:03	30.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode08.fastq-1016076.out		00:00:03	42.86%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode09-1015262.out		00:00:10	9.71%	11.05%
concatenate_fastq-sample=SQK-NBD114-24_barcode09-1015782.out		00:00:10	23.26%	11.05%
concatenate_fastq-sample=SQK-NBD114-24_barcode09.fastq-1015261.out		00:00:06	8.96%	9.98%
concatenate_fastq-sample=SQK-NBD114-24_barcode09.fastq-1015288.out		00:00:00	0.00%	4.71%
concatenate_fastq-sample=SQK-NBD114-24_barcode09.fastq-1015504.out		00:00:02	3.92%	6.06%
concatenate_fastq-sample=SQK-NBD114-24_barcode09.fastq-1015524.out		00:00:02	40.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode09.fastq-1015691.out		00:00:01	12.50%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode09.fastq-1015716.out		00:00:01	50.00%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode09.fastq-1015770.out		00:00:05	38.46%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode09.fastq-1015795.out		00:00:01	7.14%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode09.fastq-1015999.out		00:00:04	26.67%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode09.fastq-1016023.out	2	00:00:03	11.54%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode09.fastq-1016047.out		00:00:03	30.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode09.fastq-1016074.out		00:00:03	42.86%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode10-1015271.out		00:00:09	10.59%	9.99%
concatenate_fastq-sample=SQK-NBD114-24_barcode10-1015778.out		00:00:06	20.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode10.fastq-1015264.out		00:00:06	8.96%	9.98%
concatenate_fastq-sample=SQK-NBD114-24_barcode10.fastq-1015282.out		00:00:00	0.00%	4.71%
concatenate_fastq-sample=SQK-NBD114-24_barcode10.fastq-1015507.out		00:00:03	6.12%	6.15%
concatenate_fastq-sample=SQK-NBD114-24_barcode10.fastq-1015525.out		00:00:02	40.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode10.fastq-1015693.out		00:00:01	14.29%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode10.fastq-1015717.out		00:00:01	50.00%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode10.fastq-1015772.out		00:00:05	38.46%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode10.fastq-1015796.out		00:00:01	7.14%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode10.fastq-1016000.out		00:00:04	26.67%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode10.fastq-1016018.out		00:00:03	33.33%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode10.fastq-1016048.out		00:00:03	30.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode10.fastq-1016075.out		00:00:03	42.86%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode11-1015272.out		00:00:08	8.16%	10.30%
concatenate_fastq-sample=SQK-NBD114-24_barcode11-1015773.out		00:00:08	20.51%	10.30%
concatenate_fastq-sample=SQK-NBD114-24_barcode11.fastq-1015250.out		00:00:06	8.57%	9.75%
concatenate_fastq-sample=SQK-NBD114-24_barcode11.fastq-1015285.out		00:00:00	0.00%	4.71%
concatenate_fastq-sample=SQK-NBD114-24_barcode11.fastq-1015493.out		00:00:03	5.88%	5.99%
concatenate_fastq-sample=SQK-NBD114-24_barcode11.fastq-1015518.out		00:00:05	38.46%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode11.fastq-1015676.out		00:00:01	50.00%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode11.fastq-1015712.out		00:00:01	25.00%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode11.fastq-1015785.out		00:00:06	46.15%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode11.fastq-1015801.out		00:00:01	11.11%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode11.fastq-1015990.out		00:00:03	20.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode11.fastq-1016030.out	2	00:00:04	15.38%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode11.fastq-1016038.out		00:00:03	50.00%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode11.fastq-1016059.out		00:00:03	42.86%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode12-1015257.out		00:00:07	7.87%	9.99%
concatenate_fastq-sample=SQK-NBD114-24_barcode12-1015789.out		00:00:07	20.59%	10.17%
concatenate_fastq-sample=SQK-NBD114-24_barcode12.fastq-1015269.out		00:00:06	8.96%	9.98%
concatenate_fastq-sample=SQK-NBD114-24_barcode12.fastq-1015281.out		00:00:00	0.00%	4.71%
concatenate_fastq-sample=SQK-NBD114-24_barcode12.fastq-1015511.out		00:00:03	6.12%	6.15%
concatenate_fastq-sample=SQK-NBD114-24_barcode12.fastq-1015527.out		00:00:02	40.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode12.fastq-1015699.out		00:00:01	20.00%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode12.fastq-1015719.out	2	00:00:01	12.50%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode12.fastq-1015775.out		00:00:07	50.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode12.fastq-1015798.out		00:00:01	7.69%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode12.fastq-1016004.out		00:00:04	26.67%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode12.fastq-1016020.out	2	00:00:04	20.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode12.fastq-1016052.out		00:00:03	30.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode12.fastq-1016072.out		00:00:03	42.86%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode13-1015268.out		00:00:08	8.99%	9.98%
concatenate_fastq-sample=SQK-NBD114-24_barcode13-1015779.out		00:00:08	20.51%	10.30%
concatenate_fastq-sample=SQK-NBD114-24_barcode13.fastq-1015256.out		00:00:06	8.57%	9.76%
concatenate_fastq-sample=SQK-NBD114-24_barcode13.fastq-1015278.out		00:00:00	0.00%	4.71%
concatenate_fastq-sample=SQK-NBD114-24_barcode13.fastq-1015500.out		00:00:03	5.88%	6.06%
concatenate_fastq-sample=SQK-NBD114-24_barcode13.fastq-1015521.out		00:00:05	38.46%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode13.fastq-1015683.out		00:00:01	11.11%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode13.fastq-1015713.out		00:00:01	25.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode13.fastq-1015765.out		00:00:05	50.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode13.fastq-1015792.out		00:00:01	8.33%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode13.fastq-1015996.out		00:00:03	20.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode13.fastq-1016026.out	2	00:00:05	27.78%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode13.fastq-1016044.out		00:00:02	28.57%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode13.fastq-1016064.out		00:00:03	37.50%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode14-1015273.out		00:00:06	7.06%	9.99%
concatenate_fastq-sample=SQK-NBD114-24_barcode14-1015771.out		00:00:06	24.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode14.fastq-1015258.out		00:00:06	8.96%	9.98%
concatenate_fastq-sample=SQK-NBD114-24_barcode14.fastq-1015277.out		00:00:00	0.00%	4.71%
concatenate_fastq-sample=SQK-NBD114-24_barcode14.fastq-1015501.out		00:00:02	3.92%	6.06%
concatenate_fastq-sample=SQK-NBD114-24_barcode14.fastq-1015522.out		00:00:02	40.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode14.fastq-1015685.out		00:00:01	11.11%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode14.fastq-1015714.out		00:00:01	25.00%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode14.fastq-1015767.out		00:00:05	50.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode14.fastq-1015794.out		00:00:01	6.67%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode14.fastq-1015997.out		00:00:04	26.67%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode14.fastq-1016029.out	2	00:00:03	10.71%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode14.fastq-1016045.out		00:00:02	28.57%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode14.fastq-1016066.out		00:00:03	27.27%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode15-1015259.out		00:00:07	8.97%	9.98%
concatenate_fastq-sample=SQK-NBD114-24_barcode15-1015784.out		00:00:07	29.17%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode15.fastq-1015255.out		00:00:06	8.57%	9.76%
concatenate_fastq-sample=SQK-NBD114-24_barcode15.fastq-1015276.out		00:00:00	0.00%	4.71%
concatenate_fastq-sample=SQK-NBD114-24_barcode15.fastq-1015497.out		00:00:03	5.88%	5.99%
concatenate_fastq-sample=SQK-NBD114-24_barcode15.fastq-1015519.out		00:00:05	35.71%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode15.fastq-1015682.out		00:00:01	12.50%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode15.fastq-1015711.out		00:00:01	20.00%	0.02%
concatenate_fastq-sample=SQK-NBD114-24_barcode15.fastq-1015786.out		00:00:06	40.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode15.fastq-1015804.out		00:00:01	25.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode15.fastq-1015993.out		00:00:03	20.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode15.fastq-1016022.out	2	00:00:03	15.00%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode15.fastq-1016041.out		00:00:02	28.57%	0.00%
concatenate_fastq-sample=SQK-NBD114-24_barcode15.fastq-1016062.out		00:00:03	37.50%	0.02%
concatenate_fastq-sample=barcode04-1053584.out		00:00:07	38.89%	0.00%
concatenate_fastq-sample=barcode04.fastq-1053578.out		00:00:08	47.06%	0.00%
concatenate_fastq-sample=barcode04.fastq-1053603.out	2	00:00:04	22.22%	0.00%
concatenate_fastq-sample=barcode04.fastq-1053750.out		00:00:04	80.00%	0.00%
concatenate_fastq-sample=barcode04.fastq-1053763.out		00:00:04	80.00%	0.00%
concatenate_fastq-sample=barcode04.fastq-1054165.out		00:00:06	26.09%	0.01%
concatenate_fastq-sample=barcode04.fastq-1054178.out		00:00:05	62.50%	0.02%
concatenate_fastq-sample=barcode05-1053593.out	2	00:00:06	17.65%	0.00%
concatenate_fastq-sample=barcode05.fastq-1053572.out		00:00:07	35.00%	0.00%
concatenate_fastq-sample=barcode05.fastq-1053598.out	2	00:00:04	25.00%	0.00%
concatenate_fastq-sample=barcode05.fastq-1053742.out		00:00:04	100.00%	0.00%
concatenate_fastq-sample=barcode05.fastq-1053756.out		00:00:04	80.00%	0.00%
concatenate_fastq-sample=barcode05.fastq-1054157.out		00:00:06	26.09%	0.00%
concatenate_fastq-sample=barcode05.fastq-1054170.out		00:00:05	71.43%	0.00%
concatenate_fastq-sample=barcode06-1053568.out		00:00:07	33.33%	0.00%
concatenate_fastq-sample=barcode06.fastq-1053581.out		00:00:09	52.94%	0.00%
concatenate_fastq-sample=barcode06.fastq-1053606.out	2	00:00:04	22.22%	0.00%
concatenate_fastq-sample=barcode06.fastq-1053743.out		00:00:05	100.00%	0.00%
concatenate_fastq-sample=barcode06.fastq-1053757.out		00:00:03	75.00%	0.00%
concatenate_fastq-sample=barcode06.fastq-1054158.out		00:00:06	27.27%	0.00%
concatenate_fastq-sample=barcode06.fastq-1054171.out		00:00:05	62.50%	0.02%
concatenate_fastq-sample=barcode07-1053582.out		00:00:08	44.44%	0.00%
concatenate_fastq-sample=barcode07.fastq-1053569.out		00:00:07	35.00%	0.00%
concatenate_fastq-sample=barcode07.fastq-1053595.out		00:00:03	75.00%	0.00%
concatenate_fastq-sample=barcode07.fastq-1053748.out		00:00:04	80.00%	0.00%
concatenate_fastq-sample=barcode07.fastq-1053761.out		00:00:03	75.00%	0.00%
concatenate_fastq-sample=barcode07.fastq-1054163.out		00:00:06	27.27%	0.00%
concatenate_fastq-sample=barcode07.fastq-1054176.out		00:00:06	75.00%	0.02%
concatenate_fastq-sample=barcode08-1053586.out		00:00:07	38.89%	0.00%
concatenate_fastq-sample=barcode08.fastq-1053570.out		00:00:08	40.00%	0.00%
concatenate_fastq-sample=barcode08.fastq-1053596.out		00:00:03	75.00%	0.00%
concatenate_fastq-sample=barcode08.fastq-1053749.out		00:00:04	80.00%	0.00%
concatenate_fastq-sample=barcode08.fastq-1053762.out		00:00:03	75.00%	0.00%
concatenate_fastq-sample=barcode08.fastq-1054164.out		00:00:06	26.09%	0.00%
concatenate_fastq-sample=barcode08.fastq-1054177.out		00:00:06	75.00%	0.00%
concatenate_fastq-sample=barcode09-1053585.out		00:00:08	44.44%	0.00%
concatenate_fastq-sample=barcode09.fastq-1053589.out		00:00:07	41.18%	0.00%
concatenate_fastq-sample=barcode09.fastq-1053615.out		00:00:03	100.00%	0.02%
concatenate_fastq-sample=barcode09.fastq-1053751.out		00:00:04	80.00%	0.00%
concatenate_fastq-sample=barcode09.fastq-1053764.out		00:00:04	80.00%	0.00%
concatenate_fastq-sample=barcode09.fastq-1054166.out		00:00:07	30.43%	0.00%
concatenate_fastq-sample=barcode09.fastq-1054179.out		00:00:05	71.43%	0.00%
concatenate_fastq-sample=barcode10-1053587.out		00:00:07	38.89%	0.00%
concatenate_fastq-sample=barcode10.fastq-1053579.out		00:00:07	41.18%	0.00%
concatenate_fastq-sample=barcode10.fastq-1053604.out	2	00:00:04	22.22%	0.00%
concatenate_fastq-sample=barcode10.fastq-1053752.out		00:00:04	80.00%	0.00%
concatenate_fastq-sample=barcode10.fastq-1053765.out		00:00:03	75.00%	0.00%
concatenate_fastq-sample=barcode10.fastq-1054156.out		00:00:06	27.27%	0.00%
concatenate_fastq-sample=barcode10.fastq-1054169.out		00:00:05	71.43%	0.00%
concatenate_fastq-sample=barcode11-1053580.out		00:00:07	38.89%	0.00%
concatenate_fastq-sample=barcode11.fastq-1053588.out		00:00:08	47.06%	0.00%
concatenate_fastq-sample=barcode11.fastq-1053613.out	2	00:00:03	37.50%	0.00%
concatenate_fastq-sample=barcode11.fastq-1053747.out		00:00:04	80.00%	0.00%
concatenate_fastq-sample=barcode11.fastq-1053760.out		00:00:03	75.00%	0.00%
concatenate_fastq-sample=barcode11.fastq-1054162.out		00:00:06	27.27%	0.01%
concatenate_fastq-sample=barcode11.fastq-1054175.out		00:00:05	71.43%	0.00%
concatenate_fastq-sample=barcode12-1053591.out		00:00:03	75.00%	0.00%
concatenate_fastq-sample=barcode12.fastq-1053590.out		00:00:09	52.94%	0.00%
concatenate_fastq-sample=barcode12.fastq-1053614.out	2	00:00:03	37.50%	0.00%
concatenate_fastq-sample=barcode12.fastq-1053740.out		00:00:03	75.00%	0.02%
concatenate_fastq-sample=barcode12.fastq-1053753.out		00:00:03	75.00%	0.00%
concatenate_fastq-sample=barcode12.fastq-1054155.out		00:00:06	27.27%	0.00%
concatenate_fastq-sample=barcode12.fastq-1054168.out		00:00:05	71.43%	0.00%
concatenate_fastq-sample=barcode13-1053571.out		00:00:07	33.33%	0.02%
concatenate_fastq-sample=barcode13.fastq-1053573.out		00:00:07	35.00%	0.00%
concatenate_fastq-sample=barcode13.fastq-1053599.out	2	00:00:04	22.22%	0.00%
concatenate_fastq-sample=barcode13.fastq-1053744.out		00:00:04	100.00%	0.00%
concatenate_fastq-sample=barcode13.fastq-1053754.out		00:00:03	75.00%	0.00%
concatenate_fastq-sample=barcode13.fastq-1054159.out		00:00:06	27.27%	0.00%
concatenate_fastq-sample=barcode13.fastq-1054172.out		00:00:05	62.50%	0.00%
concatenate_fastq-sample=barcode14-1053577.out		00:00:08	44.44%	0.00%
concatenate_fastq-sample=barcode14.fastq-1053583.out		00:00:08	47.06%	0.00%
concatenate_fastq-sample=barcode14.fastq-1053608.out	2	00:00:03	25.00%	0.00%
concatenate_fastq-sample=barcode14.fastq-1053746.out		00:00:04	80.00%	0.00%
concatenate_fastq-sample=barcode14.fastq-1053759.out		00:00:04	100.00%	0.00%
concatenate_fastq-sample=barcode14.fastq-1054161.out		00:00:06	26.09%	0.00%
concatenate_fastq-sample=barcode14.fastq-1054174.out		00:00:05	62.50%	0.00%
concatenate_fastq-sample=barcode15-1053574.out		00:00:07	33.33%	0.02%
concatenate_fastq-sample=barcode15.fastq-1053576.out		00:00:07	41.18%	0.00%
concatenate_fastq-sample=barcode15.fastq-1053601.out	2	00:00:04	22.22%	0.00%
concatenate_fastq-sample=barcode15.fastq-1053745.out		00:00:04	80.00%	0.00%
concatenate_fastq-sample=barcode15.fastq-1053758.out		00:00:04	80.00%	0.00%
concatenate_fastq-sample=barcode15.fastq-1054160.out		00:00:06	26.09%	0.00%
concatenate_fastq-sample=barcode15.fastq-1054173.out		00:00:05	62.50%	0.00%
gffread--1015263.out		00:00:08	11.11%	4.99%
gffread--1015289.out		00:00:00	0.00%	2.36%
gffread--1015506.out		00:00:05	9.62%	3.07%
gffread--1015780.out		00:00:09	45.00%	0.00%
gffread--1053575.out		00:00:07	38.89%	0.00%
mapping_genome-sample=SQK-NBD114-24_barcode04-1015647.out	32	00:00:28	10.94%	0.00%
mapping_genome-sample=SQK-NBD114-24_barcode04-1015860.out	32	00:21:07	64.91%	69.96%
mapping_genome-sample=SQK-NBD114-24_barcode04-1015902.out	32	01:10:02	83.11%	98.29%
mapping_genome-sample=SQK-NBD114-24_barcode04-1016007.out	32	00:56:40	80.49%	92.70%
mapping_genome-sample=SQK-NBD114-24_barcode04-1016032.out	32	00:26:39	70.38%	94.66%
mapping_genome-sample=SQK-NBD114-24_barcode04-1016055.out	32	01:53:29	63.52%	63.90%
mapping_genome-sample=SQK-NBD114-24_barcode05-1015639.out	32	00:01:05	12.70%	0.00%
mapping_genome-sample=SQK-NBD114-24_barcode05-1015857.out	32	00:46:14	42.29%	96.15%
mapping_genome-sample=SQK-NBD114-24_barcode06-1015569.out	32	00:00:35	8.41%	0.00%
mapping_genome-sample=SQK-NBD114-24_barcode06-1015856.out	32	00:53:18	84.69%	94.00%
mapping_genome-sample=SQK-NBD114-24_barcode06-1015903.out	32	00:38:01	45.99%	96.61%
mapping_genome-sample=SQK-NBD114-24_barcode07-1015619.out	32	00:00:43	9.60%	0.00%
mapping_genome-sample=SQK-NBD114-24_barcode07-1015836.out	32	00:49:29	51.55%	95.44%
mapping_genome-sample=SQK-NBD114-24_barcode08-1015600.out	32	00:03:08	18.95%	0.25%
mapping_genome-sample=SQK-NBD114-24_barcode08-1015852.out	32	00:31:17	78.21%	83.89%
mapping_genome-sample=SQK-NBD114-24_barcode08-1015887.out	32	00:41:51	80.90%	89.20%
mapping_genome-sample=SQK-NBD114-24_barcode08-1015994.out	32	00:41:07	74.85%	90.73%
mapping_genome-sample=SQK-NBD114-24_barcode08-1016031.out	32	00:31:57	79.88%	87.03%
mapping_genome-sample=SQK-NBD114-24_barcode08-1016042.out	32	00:46:01	52.93%	63.30%
mapping_genome-sample=SQK-NBD114-24_barcode09-1015595.out	32	00:04:33	17.06%	0.28%
mapping_genome-sample=SQK-NBD114-24_barcode09-1015858.out	32	00:40:12	39.88%	91.61%
mapping_genome-sample=SQK-NBD114-24_barcode10-1015579.out	32	00:02:26	15.73%	0.00%
mapping_genome-sample=SQK-NBD114-24_barcode10-1015850.out	32	00:17:58	37.02%	71.64%
mapping_genome-sample=SQK-NBD114-24_barcode11-1015626.out	32	00:01:53	12.61%	0.00%
mapping_genome-sample=SQK-NBD114-24_barcode11-1015853.out	32	01:01:22	38.48%	86.01%
mapping_genome-sample=SQK-NBD114-24_barcode12-1015623.out	32	00:01:36	15.79%	0.00%
mapping_genome-sample=SQK-NBD114-24_barcode12-1015848.out	32	00:32:48	53.02%	82.15%
mapping_genome-sample=SQK-NBD114-24_barcode13-1015594.out	32	00:02:30	14.65%	0.26%
mapping_genome-sample=SQK-NBD114-24_barcode13-1015849.out	32	00:39:48	53.30%	85.01%
mapping_genome-sample=SQK-NBD114-24_barcode14-1015561.out	32	00:01:42	12.75%	0.00%
mapping_genome-sample=SQK-NBD114-24_barcode14-1015832.out	32	00:16:34	31.70%	64.03%
mapping_genome-sample=SQK-NBD114-24_barcode15-1015560.out	32	00:01:08	12.50%	0.00%
mapping_genome-sample=SQK-NBD114-24_barcode15-1015851.out	32	00:12:15	34.28%	9.62%
mapping_genome-sample=barcode04-1053701.out	32	00:00:05	3.12%	0.00%
mapping_genome-sample=barcode05-1053654.out	32	00:00:08	3.57%	0.00%
mapping_genome-sample=barcode06-1053637.out	32	00:00:06	4.69%	0.00%
mapping_genome-sample=barcode07-1053710.out	32	00:00:06	3.75%	0.00%
mapping_genome-sample=barcode08-1053680.out	32	00:00:11	6.88%	0.00%
mapping_genome-sample=barcode09-1053686.out	32	00:00:12	7.50%	0.00%
mapping_genome-sample=barcode10-1053714.out	32	00:00:17	7.59%	0.00%
mapping_genome-sample=barcode11-1053668.out	32	00:00:10	7.81%	0.00%
mapping_genome-sample=barcode12-1053662.out	32	00:00:14	8.75%	0.00%
mapping_genome-sample=barcode13-1053630.out	32	00:00:15	6.70%	0.00%
mapping_genome-sample=barcode14-1053692.out	32	00:00:16	8.33%	0.00%
