File	Cores per node	CPU Utilized	CPU Efficiency	Memory Efficiency
mapping_genome-sample=barcode15-1053720.out	32	00:00:13	5.80%	0.00%
mapping_transcriptome-sample=SQK-NBD114-24_barcode04-1015650.out	32	00:00:28	8.75%	0.00%
mapping_transcriptome-sample=SQK-NBD114-24_barcode04-1016080.out	32	01:16:54	42.04%	18.30%
mapping_transcriptome-sample=SQK-NBD114-24_barcode05-1015649.out	32	00:01:00	9.87%	0.00%
mapping_transcriptome-sample=SQK-NBD114-24_barcode05-1015910.out	32	00:54:42	44.98%	16.10%
mapping_transcriptome-sample=SQK-NBD114-24_barcode06-1015578.out	32	00:00:33	10.31%	0.00%
mapping_transcriptome-sample=SQK-NBD114-24_barcode06-1015958.out	32	00:31:36	35.91%	14.82%
mapping_transcriptome-sample=SQK-NBD114-24_barcode07-1015625.out	32	00:00:34	8.17%	0.00%
mapping_transcriptome-sample=SQK-NBD114-24_barcode07-1015891.out	32	00:31:28	34.91%	13.92%
mapping_transcriptome-sample=SQK-NBD114-24_barcode08-1015621.out	32	00:01:58	14.75%	0.00%
mapping_transcriptome-sample=SQK-NBD114-24_barcode08-1016079.out	32	00:31:57	33.28%	13.62%
mapping_transcriptome-sample=SQK-NBD114-24_barcode09-1015613.out	32	00:03:50	15.97%	0.28%
mapping_transcriptome-sample=SQK-NBD114-24_barcode09-1015909.out	32	00:36:00	32.45%	16.75%
mapping_transcriptome-sample=SQK-NBD114-24_barcode10-1015593.out	32	00:02:43	16.43%	0.26%
mapping_transcriptome-sample=SQK-NBD114-24_barcode10-1015884.out	32	00:16:21	32.27%	9.33%
mapping_transcriptome-sample=SQK-NBD114-24_barcode11-1015641.out	32	00:02:13	15.39%	0.00%
mapping_transcriptome-sample=SQK-NBD114-24_barcode11-1015912.out	32	00:39:51	36.99%	14.37%
mapping_transcriptome-sample=SQK-NBD114-24_barcode12-1015635.out	32	00:01:30	14.80%	0.00%
mapping_transcriptome-sample=SQK-NBD114-24_barcode12-1015890.out	32	00:20:04	32.16%	10.07%
mapping_transcriptome-sample=SQK-NBD114-24_barcode13-1015605.out	32	00:02:53	20.79%	0.00%
mapping_transcriptome-sample=SQK-NBD114-24_barcode13-1015896.out	32	00:27:33	36.90%	10.70%
mapping_transcriptome-sample=SQK-NBD114-24_barcode14-1015568.out	32	00:01:16	15.83%	0.00%
mapping_transcriptome-sample=SQK-NBD114-24_barcode14-1015861.out	32	00:20:18	38.06%	7.04%
mapping_transcriptome-sample=SQK-NBD114-24_barcode15-1015564.out	32	00:01:04	12.50%	0.00%
mapping_transcriptome-sample=SQK-NBD114-24_barcode15-1015881.out	32	00:13:36	31.87%	6.88%
mapping_transcriptome-sample=barcode04-1053706.out	32	00:00:05	3.12%	0.00%
mapping_transcriptome-sample=barcode05-1053656.out	32	00:00:07	4.38%	0.00%
mapping_transcriptome-sample=barcode06-1053639.out	32	00:00:05	3.12%	0.00%
mapping_transcriptome-sample=barcode07-1053715.out	32	00:00:06	3.12%	0.00%
mapping_transcriptome-sample=barcode08-1053683.out	32	00:00:10	7.81%	0.00%
mapping_transcriptome-sample=barcode09-1053690.out	32	00:00:17	10.62%	0.00%
mapping_transcriptome-sample=barcode10-1053718.out	32	00:00:17	8.85%	0.00%
mapping_transcriptome-sample=barcode11-1053670.out	32	00:00:12	5.36%	0.00%
mapping_transcriptome-sample=barcode12-1053665.out	32	00:00:10	6.25%	0.00%
mapping_transcriptome-sample=barcode13-1053632.out	32	00:00:16	10.00%	0.00%
mapping_transcriptome-sample=barcode14-1053697.out	32	00:00:14	8.75%	0.00%
mapping_transcriptome-sample=barcode15-1053724.out	32	00:00:13	8.12%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode04-1015629.out		00:00:01	25.00%	0.01%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode04-1015957.out		00:00:01	33.33%	0.01%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode05-1015622.out		00:00:01	20.00%	0.01%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode05-1015929.out		00:00:01	25.00%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode06-1015559.out	2	00:00:06	23.08%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode06-1015949.out		00:00:01	25.00%	0.01%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode07-1015603.out		00:00:01	20.00%	0.01%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode07-1015956.out		00:00:01	25.00%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode08-1015588.out	2	00:00:04	18.18%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode08-1015934.out		00:00:01	20.00%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode09-1015580.out		00:00:01	20.00%	0.01%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode09-1015969.out		00:00:01	12.50%	0.01%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode10-1015565.out	2	00:00:11	28.95%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode10-1015906.out	2	00:00:04	20.00%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode11-1015602.out		00:00:01	16.67%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode11-1015913.out		00:00:01	20.00%	0.01%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode12-1015604.out		00:00:01	25.00%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode12-1015920.out		00:00:01	20.00%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode13-1015576.out	2	00:00:06	23.08%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode13-1015932.out		00:00:01	20.00%	0.01%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode14-1015550.out	2	00:00:05	22.73%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode14-1015908.out	2	00:00:04	20.00%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode15-1015549.out	2	00:00:06	30.00%	0.00%
merge_cDNA_reads-sample=SQK-NBD114-24_barcode15-1015914.out		00:00:01	50.00%	0.01%
merge_cDNA_reads-sample=barcode04-1053685.out		00:00:01	100.00%	0.01%
merge_cDNA_reads-sample=barcode05-1053651.out		00:00:01	50.00%	0.01%
merge_cDNA_reads-sample=barcode06-1053631.out		00:00:01	50.00%	0.01%
merge_cDNA_reads-sample=barcode07-1053693.out		00:00:01	33.33%	0.01%
merge_cDNA_reads-sample=barcode08-1053673.out		00:00:01	50.00%	0.01%
merge_cDNA_reads-sample=barcode09-1053676.out		00:00:01	50.00%	0.01%
merge_cDNA_reads-sample=barcode10-1053698.out		00:00:01	50.00%	0.01%
merge_cDNA_reads-sample=barcode11-1053661.out		00:00:01	100.00%	0.01%
merge_cDNA_reads-sample=barcode12-1053655.out		00:00:01	50.00%	0.01%
merge_cDNA_reads-sample=barcode13-1053624.out		00:00:01	50.00%	0.01%
merge_cDNA_reads-sample=barcode14-1053681.out		00:00:01	100.00%	0.01%
merge_cDNA_reads-sample=barcode15-1053705.out		00:00:01	50.00%	0.01%
polyA_removal-sample=SQK-NBD114-24_barcode04-1015636.out	32	00:00:04	1.56%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode04-1015826.out	32	00:00:24	3.75%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode05-1015627.out	32	00:00:05	2.23%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode05-1015822.out	32	00:00:22	3.82%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode06-1015563.out	32	00:00:03	0.94%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode06-1015818.out	32	00:00:20	4.46%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode07-1015608.out	32	00:00:04	1.79%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode07-1015791.out	32	00:00:20	2.50%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode08-1015596.out	32	00:00:05	1.74%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode08-1015808.out	32	00:00:18	3.12%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode09-1015582.out	32	00:00:17	2.21%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode09-1015824.out	32	00:00:24	3.75%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode10-1015572.out	32	00:00:05	2.23%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode10-1015810.out	32	00:00:11	2.46%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode11-1015607.out	32	00:00:06	1.88%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode11-1015815.out	32	00:00:21	4.38%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode12-1015611.out	32	00:00:05	1.74%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode12-1015809.out	32	00:00:12	2.68%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode13-1015585.out	32	00:00:05	2.23%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode13-1015813.out	32	00:00:14	3.12%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode14-1015553.out	32	00:00:07	1.68%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode14-1015806.out	32	00:00:10	2.60%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode15-1015551.out	32	00:00:05	1.56%	0.00%
polyA_removal-sample=SQK-NBD114-24_barcode15-1015802.out	32	00:00:09	2.81%	0.00%
polyA_removal-sample=barcode04-1053689.out	32	00:00:04	3.12%	0.00%
polyA_removal-sample=barcode05-1053652.out	32	00:00:04	2.08%	0.00%
polyA_removal-sample=barcode06-1053633.out	32	00:00:03	2.34%	0.00%
polyA_removal-sample=barcode07-1053699.out	32	00:00:03	1.88%	0.00%
polyA_removal-sample=barcode08-1053675.out	32	00:00:04	2.50%	0.00%
polyA_removal-sample=barcode09-1053679.out	32	00:00:03	2.34%	0.00%
polyA_removal-sample=barcode10-1053703.out	32	00:00:04	3.12%	0.00%
polyA_removal-sample=barcode11-1053664.out	32	00:00:04	3.12%	0.00%
polyA_removal-sample=barcode12-1053657.out	32	00:00:04	3.12%	0.00%
polyA_removal-sample=barcode13-1053628.out	32	00:00:04	2.50%	0.00%
polyA_removal-sample=barcode14-1053684.out	32	00:00:03	2.34%	0.00%
polyA_removal-sample=barcode15-1053711.out	32	00:00:03	2.34%	0.00%
pychopper_first_round-sample=SQK-NBD114-24_barcode04-1015299.out	32	00:00:04	0.01%	0.15%
pychopper_first_round-sample=SQK-NBD114-24_barcode04-1015508.out	32	01:51:54	34.85%	4.93%
pychopper_first_round-sample=SQK-NBD114-24_barcode04-1015827.out	32	00:55:29	29.30%	2.09%
pychopper_first_round-sample=SQK-NBD114-24_barcode05-1015292.out	32	00:00:00	0.00%	0.07%
pychopper_first_round-sample=SQK-NBD114-24_barcode05-1015510.out	32	01:46:12	33.98%	1.90%
pychopper_first_round-sample=SQK-NBD114-24_barcode05-1015823.out	32	00:55:17	28.79%	4.83%
pychopper_first_round-sample=SQK-NBD114-24_barcode06-1015295.out	32	00:00:00	0.00%	0.07%
pychopper_first_round-sample=SQK-NBD114-24_barcode06-1015494.out	32	01:11:51	26.26%	1.84%
pychopper_first_round-sample=SQK-NBD114-24_barcode06-1015817.out	32	01:08:07	30.41%	1.85%
pychopper_first_round-sample=SQK-NBD114-24_barcode07-1015293.out	32	00:00:00	0.00%	0.07%
pychopper_first_round-sample=SQK-NBD114-24_barcode07-1015512.out	32	01:41:38	33.37%	1.83%
pychopper_first_round-sample=SQK-NBD114-24_barcode07-1015790.out	32	01:10:14	28.57%	1.84%
pychopper_first_round-sample=SQK-NBD114-24_barcode08-1015296.out	32	00:00:00	0.00%	0.07%
pychopper_first_round-sample=SQK-NBD114-24_barcode08-1015492.out	32	01:16:04	26.91%	1.82%
pychopper_first_round-sample=SQK-NBD114-24_barcode08-1015819.out	32	01:10:20	29.90%	4.58%
pychopper_first_round-sample=SQK-NBD114-24_barcode09-1015498.out	32	01:18:42	26.40%	2.17%
pychopper_first_round-sample=SQK-NBD114-24_barcode09-1015825.out	32	01:14:41	31.40%	2.15%
pychopper_first_round-sample=SQK-NBD114-24_barcode10-1015290.out	32	00:00:00	0.00%	0.07%
pychopper_first_round-sample=SQK-NBD114-24_barcode10-1015499.out	32	01:28:27	31.12%	1.46%
pychopper_first_round-sample=SQK-NBD114-24_barcode10-1015814.out	32	00:48:23	33.23%	1.49%
pychopper_first_round-sample=SQK-NBD114-24_barcode11-1015298.out	32	00:00:00	0.00%	0.07%
pychopper_first_round-sample=SQK-NBD114-24_barcode11-1015503.out	32	01:51:37	35.71%	2.01%
pychopper_first_round-sample=SQK-NBD114-24_barcode11-1015811.out	32	00:57:29	33.68%	1.96%
pychopper_first_round-sample=SQK-NBD114-24_barcode12-1015294.out	32	00:00:00	0.00%	0.07%
pychopper_first_round-sample=SQK-NBD114-24_barcode12-1015514.out	32	01:31:04	30.11%	1.44%
pychopper_first_round-sample=SQK-NBD114-24_barcode12-1015812.out	32	01:05:56	30.68%	1.46%
pychopper_first_round-sample=SQK-NBD114-24_barcode13-1015297.out	32	00:00:00	0.00%	0.07%
pychopper_first_round-sample=SQK-NBD114-24_barcode13-1015496.out	32	01:09:30	26.33%	1.57%
pychopper_first_round-sample=SQK-NBD114-24_barcode13-1015816.out	32	01:05:53	31.67%	1.56%
pychopper_first_round-sample=SQK-NBD114-24_barcode14-1015291.out	32	00:00:00	0.00%	0.07%
pychopper_first_round-sample=SQK-NBD114-24_barcode14-1015505.out	32	01:18:10	29.31%	1.42%
pychopper_first_round-sample=SQK-NBD114-24_barcode14-1015807.out	32	00:47:57	33.05%	1.37%
pychopper_first_round-sample=SQK-NBD114-24_barcode15-1015287.out	32	00:00:00	0.00%	0.07%
pychopper_first_round-sample=SQK-NBD114-24_barcode15-1015515.out	32	00:52:46	24.98%	1.35%
pychopper_first_round-sample=SQK-NBD114-24_barcode15-1015800.out	32	00:56:27	27.85%	1.35%
pychopper_first_round-sample=barcode04-1053609.out	32	01:11:58	25.90%	1.23%
pychopper_first_round-sample=barcode05-1053617.out	32	00:38:35	25.38%	1.21%
pychopper_first_round-sample=barcode06-1053594.out	32	00:24:47	20.20%	1.22%
pychopper_first_round-sample=barcode07-1053607.out	32	01:15:30	26.12%	1.21%
pychopper_first_round-sample=barcode08-1053612.out	32	01:09:55	24.05%	1.14%
pychopper_first_round-sample=barcode09-1053610.out	32	01:14:34	26.28%	1.29%
pychopper_first_round-sample=barcode10-1053611.out	32	01:11:16	24.08%	1.11%
pychopper_first_round-sample=barcode11-1053605.out	32	01:09:14	25.71%	1.07%
pychopper_first_round-sample=barcode12-1053616.out	32	00:43:30	25.17%	1.10%
pychopper_first_round-sample=barcode13-1053597.out	32	00:21:33	21.96%	1.22%
pychopper_first_round-sample=barcode14-1053602.out	32	01:10:39	23.87%	1.10%
pychopper_first_round-sample=barcode15-1053600.out	32	01:10:29	23.52%	1.05%
pychopper_second_round-sample=SQK-NBD114-24_barcode04-1015542.out	32	01:35:25	36.14%	2.00%
pychopper_second_round-sample=SQK-NBD114-24_barcode04-1015868.out	32	01:23:14	34.99%	2.02%
pychopper_second_round-sample=SQK-NBD114-24_barcode05-1015541.out	32	01:31:36	34.77%	1.94%
pychopper_second_round-sample=SQK-NBD114-24_barcode05-1015862.out	32	01:04:19	29.34%	1.74%
pychopper_second_round-sample=SQK-NBD114-24_barcode06-1015533.out	32	01:00:09	31.77%	1.70%
pychopper_second_round-sample=SQK-NBD114-24_barcode06-1015870.out	32	01:12:16	32.81%	1.69%
pychopper_second_round-sample=SQK-NBD114-24_barcode07-1015538.out	32	01:38:11	39.68%	1.66%
pychopper_second_round-sample=SQK-NBD114-24_barcode07-1015872.out	32	01:11:04	32.74%	1.81%
pychopper_second_round-sample=SQK-NBD114-24_barcode08-1015534.out	32	01:34:07	38.36%	1.66%
pychopper_second_round-sample=SQK-NBD114-24_barcode08-1015877.out	32	00:47:19	28.25%	1.57%
pychopper_second_round-sample=SQK-NBD114-24_barcode09-1015536.out	32	01:02:23	30.30%	1.91%
pychopper_second_round-sample=SQK-NBD114-24_barcode09-1015885.out	32	01:01:30	27.92%	2.00%
pychopper_second_round-sample=SQK-NBD114-24_barcode10-1015535.out	32	00:57:02	30.55%	1.42%
pychopper_second_round-sample=SQK-NBD114-24_barcode10-1015847.out	32	00:41:51	31.39%	1.38%
pychopper_second_round-sample=SQK-NBD114-24_barcode11-1015540.out	32	01:40:11	42.31%	1.74%
pychopper_second_round-sample=SQK-NBD114-24_barcode11-1015854.out	32	01:00:48	38.78%	1.64%
pychopper_second_round-sample=SQK-NBD114-24_barcode12-1015539.out	32	01:23:10	34.42%	1.37%
pychopper_second_round-sample=SQK-NBD114-24_barcode12-1015864.out	32	01:09:56	35.92%	1.45%
pychopper_second_round-sample=SQK-NBD114-24_barcode13-1015531.out	32	01:22:12	35.43%	1.49%
pychopper_second_round-sample=SQK-NBD114-24_barcode13-1015866.out	32	01:11:51	35.93%	1.50%
pychopper_second_round-sample=SQK-NBD114-24_barcode14-1015532.out	32	00:48:25	30.46%	1.26%
pychopper_second_round-sample=SQK-NBD114-24_barcode14-1015846.out	32	00:41:36	26.99%	1.26%
pychopper_second_round-sample=SQK-NBD114-24_barcode15-1015530.out	32	00:53:19	29.66%	1.32%
pychopper_second_round-sample=SQK-NBD114-24_barcode15-1015859.out	32	00:41:25	28.66%	1.28%
pychopper_second_round-sample=barcode04-1053644.out	32	00:30:25	24.06%	1.20%
pychopper_second_round-sample=barcode05-1053621.out	32	00:35:37	24.46%	1.20%
pychopper_second_round-sample=barcode06-1053620.out	32	00:22:43	21.96%	1.18%
pychopper_second_round-sample=barcode07-1053648.out	32	00:31:23	24.42%	1.18%
pychopper_second_round-sample=barcode08-1053647.out	32	00:20:22	23.00%	1.04%
pychopper_second_round-sample=barcode09-1053645.out	32	00:21:59	21.47%	1.11%
pychopper_second_round-sample=barcode10-1053650.out	32	00:26:03	20.10%	0.97%
pychopper_second_round-sample=barcode11-1053642.out	32	00:17:41	21.39%	0.95%
pychopper_second_round-sample=barcode12-1053622.out	32	00:32:34	20.77%	0.98%
pychopper_second_round-sample=barcode13-1053618.out	32	00:22:52	21.55%	1.00%
pychopper_second_round-sample=barcode14-1053646.out	32	00:22:57	21.41%	1.01%
pychopper_second_round-sample=barcode15-1053649.out	32	00:28:51	21.55%	0.97%
quantification-sample=SQK-NBD114-24_barcode04-1015654.out	32	00:00:03	1.34%	0.00%
quantification-sample=SQK-NBD114-24_barcode04-1015656.out	32	00:00:03	1.56%	0.00%
quantification-sample=SQK-NBD114-24_barcode04-1015702.out	32	00:01:27	24.72%	0.00%
quantification-sample=SQK-NBD114-24_barcode04-1016087.out	32	00:19:39	51.89%	1.26%
quantification-sample=SQK-NBD114-24_barcode05-1015653.out	32	00:00:03	1.34%	0.00%
quantification-sample=SQK-NBD114-24_barcode05-1015655.out	32	00:00:03	1.17%	0.00%
quantification-sample=SQK-NBD114-24_barcode05-1015704.out	32	00:02:30	33.48%	0.00%
quantification-sample=SQK-NBD114-24_barcode05-1015970.out	32	00:15:00	58.59%	1.02%
quantification-sample=SQK-NBD114-24_barcode06-1015586.out	32	00:00:03	1.88%	0.00%
quantification-sample=SQK-NBD114-24_barcode06-1015591.out	32	00:00:03	1.34%	0.00%
quantification-sample=SQK-NBD114-24_barcode06-1015687.out	32	00:02:09	31.01%	0.00%
quantification-sample=SQK-NBD114-24_barcode06-1015973.out	32	00:30:04	74.18%	0.90%
quantification-sample=SQK-NBD114-24_barcode07-1015631.out	32	00:00:03	1.88%	0.00%
quantification-sample=SQK-NBD114-24_barcode07-1015638.out	32	00:00:03	1.88%	0.00%
quantification-sample=SQK-NBD114-24_barcode07-1015684.out	32	00:02:32	26.39%	0.00%
quantification-sample=SQK-NBD114-24_barcode07-1015930.out	32	00:08:55	50.66%	0.96%
quantification-sample=SQK-NBD114-24_barcode08-1015634.out	32	00:00:03	1.56%	0.00%
quantification-sample=SQK-NBD114-24_barcode08-1015640.out	32	00:00:03	1.56%	0.00%
quantification-sample=SQK-NBD114-24_barcode08-1015710.out	32	00:03:31	43.96%	0.00%
quantification-sample=SQK-NBD114-24_barcode08-1016081.out	32	00:11:26	52.29%	0.97%
quantification-sample=SQK-NBD114-24_barcode09-1015642.out	32	00:00:03	1.04%	0.00%
quantification-sample=SQK-NBD114-24_barcode09-1015645.out	32	00:00:03	1.88%	0.00%
quantification-sample=SQK-NBD114-24_barcode09-1015692.out	32	00:09:28	63.39%	0.00%
quantification-sample=SQK-NBD114-24_barcode09-1015968.out	32	00:21:57	62.36%	1.38%
quantification-sample=SQK-NBD114-24_barcode10-1015601.out	32	00:00:03	1.56%	0.00%
quantification-sample=SQK-NBD114-24_barcode10-1015606.out	32	00:00:03	1.17%	0.00%
quantification-sample=SQK-NBD114-24_barcode10-1015696.out	32	00:04:48	47.37%	0.00%
quantification-sample=SQK-NBD114-24_barcode10-1015916.out	32	00:14:32	61.93%	0.73%
quantification-sample=SQK-NBD114-24_barcode11-1015651.out	32	00:00:03	1.56%	0.00%
quantification-sample=SQK-NBD114-24_barcode11-1015652.out	32	00:00:03	1.34%	0.00%
quantification-sample=SQK-NBD114-24_barcode11-1015698.out	32	00:08:25	56.36%	0.00%
quantification-sample=SQK-NBD114-24_barcode11-1015967.out	32	00:29:27	66.53%	1.39%
quantification-sample=SQK-NBD114-24_barcode12-1015646.out	32	00:00:03	2.34%	0.00%
quantification-sample=SQK-NBD114-24_barcode12-1015648.out	32	00:00:03	1.34%	0.00%
quantification-sample=SQK-NBD114-24_barcode12-1015705.out	32	00:04:19	50.59%	0.00%
quantification-sample=SQK-NBD114-24_barcode12-1015918.out	32	00:08:40	54.17%	0.00%
quantification-sample=SQK-NBD114-24_barcode13-1015624.out	32	00:00:03	1.88%	0.00%
quantification-sample=SQK-NBD114-24_barcode13-1015630.out	32	00:00:03	1.34%	0.00%
quantification-sample=SQK-NBD114-24_barcode13-1015675.out	32	00:04:25	39.43%	0.00%
quantification-sample=SQK-NBD114-24_barcode13-1015923.out	32	00:08:56	47.86%	0.85%
quantification-sample=SQK-NBD114-24_barcode14-1015577.out	32	00:00:03	1.17%	0.00%
quantification-sample=SQK-NBD114-24_barcode14-1015581.out	32	00:00:03	1.88%	0.00%
quantification-sample=SQK-NBD114-24_barcode14-1015681.out	32	00:02:43	28.30%	0.00%
quantification-sample=SQK-NBD114-24_barcode14-1015905.out	32	00:08:58	62.27%	0.00%
quantification-sample=SQK-NBD114-24_barcode15-1015570.out	32	00:00:03	1.17%	0.00%
quantification-sample=SQK-NBD114-24_barcode15-1015573.out	32	00:00:09	1.88%	0.00%
quantification-sample=SQK-NBD114-24_barcode15-1015708.out	32	00:04:15	49.80%	0.00%
quantification-sample=SQK-NBD114-24_barcode15-1015915.out	32	00:06:27	50.39%	0.00%
quantification-sample=barcode04-1053712.out	32	00:00:06	4.69%	0.00%
quantification-sample=barcode05-1053658.out	32	00:00:15	11.72%	0.00%
quantification-sample=barcode06-1053640.out	32	00:00:09	5.62%	0.00%
quantification-sample=barcode07-1053719.out	32	00:00:09	5.62%	0.00%
quantification-sample=barcode08-1053687.out	32	00:00:18	11.25%	0.00%
quantification-sample=barcode09-1053694.out	32	00:00:31	19.38%	0.00%
quantification-sample=barcode10-1053722.out	32	00:00:40	25.00%	0.00%
quantification-sample=barcode11-1053672.out	32	00:00:42	26.25%	0.00%
quantification-sample=barcode12-1053667.out	32	00:00:29	22.66%	0.00%
quantification-sample=barcode13-1053634.out	32	00:00:27	16.88%	0.00%
quantification-sample=barcode14-1053702.out	32	00:00:33	20.62%	0.00%
quantification-sample=barcode15-1053727.out	32	00:00:29	18.12%	0.00%
